id,element_type,web_name,team_name,opponent_team_name,was_home,now_cost,selected_by_percent,gameweek,minutes,shots,SoT,SiB,xG,npxG,G,npG,key_passes,xA,A,xGC,GC,xCS,CS,xGI,npxGI,xP,total_points,PvsxP,pos_touches,Att Pen,carries_final_third,carries_penalty_area
477,2,Wood,Southampton,Newcastle United,False,4.0,1.5,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.594,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
478,2,A.Phillips,Tottenham,Leicester,False,4.0,0.4,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.0,0.271,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
479,1,Austin,Tottenham,Leicester,False,4.0,0.5,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.0,0.271,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
480,3,Bentancur,Tottenham,Leicester,False,5.0,0.1,1,77,3.0,1.0,2.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,1.1,1.0,0.271,0.0,0.3,0.3,2.771,1,-1.771,59.0,3.0,0.0,1.0
481,3,Bergvall,Tottenham,Leicester,False,4.5,1.0,1,12,1.0,0.0,1.0,0.1,0.1,0.0,0.0,1.0,0.2,0.0,1.1,1.0,0.271,0.0,0.3,0.3,2.1,1,-1.1,35.0,1.0,0.0,0.0
482,3,Bissouma,Tottenham,Leicester,False,5.0,0.5,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.0,0.271,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
483,3,Bryan,Tottenham,Leicester,False,5.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.0,0.271,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
484,2,Davies,Tottenham,Leicester,False,4.4,0.2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.0,0.271,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
485,3,Devine,Tottenham,Leicester,False,4.5,0.1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.0,0.271,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
486,2,Dragusin,Tottenham,Leicester,False,4.4,0.2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.0,0.271,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
487,2,E.Royal,Tottenham,Leicester,False,4.5,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.0,0.271,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
488,1,Forster,Tottenham,Leicester,False,4.5,0.2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.0,0.271,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
489,3,Gray,Tottenham,Leicester,False,4.9,0.2,1,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.0,0.271,0.0,0.0,0.0,1.0,1,0.0,24.0,0.0,0.0,0.0
490,3,Højbjerg,Tottenham,Leicester,False,5.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.0,0.271,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
491,3,Johnson,Tottenham,Leicester,False,6.4,0.5,1,77,2.0,1.0,2.0,0.1,0.1,0.0,0.0,1.0,0.2,0.0,1.1,1.0,0.271,0.0,0.3,0.3,3.371,2,-1.371,43.0,7.0,0.0,3.0
492,3,Kulusevski,Tottenham,Leicester,False,6.4,1.8,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.0,0.271,0.0,0.0,0.0,1.0,1,0.0,17.0,8.0,2.0,0.0
493,3,Lo Celso,Tottenham,Leicester,False,4.9,0.1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.0,0.271,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
494,3,Maddison,Tottenham,Leicester,False,7.5,4.6,1,78,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.2,1.0,1.1,1.0,0.271,0.0,0.2,0.2,2.871,5,2.129,77.0,6.0,2.0,1.0
495,2,Pedro Porro,Tottenham,Leicester,False,5.5,34.8,1,90,1.0,1.0,1.0,0.1,0.1,1.0,1.0,4.0,0.2,0.0,1.1,1.0,0.271,0.0,0.3,0.3,6.283,9,2.717,62.0,3.0,1.0,1.0
496,2,Reguilón,Tottenham,Leicester,False,4.4,0.2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.0,0.271,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
497,4,Richarlison,Tottenham,Leicester,False,6.9,0.6,1,1,1.0,0.0,1.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,1.1,1.0,0.271,0.0,0.2,0.2,1.8,1,-0.8,7.0,1.0,0.0,0.0
498,2,Romero,Tottenham,Leicester,False,5.1,9.8,1,90,1.0,0.0,1.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,1.1,1.0,0.271,0.0,0.1,0.1,3.683,2,-1.683,99.0,1.0,0.0,0.0
499,3,P.M.Sarr,Tottenham,Leicester,False,4.9,0.2,1,77,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,1.1,1.0,0.271,0.0,0.1,0.1,2.571,2,-0.571,55.0,2.0,2.0,0.0
500,4,Scarlett,Tottenham,Leicester,False,4.5,0.1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.0,0.271,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
501,3,Skipp,Tottenham,Leicester,False,4.9,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.0,0.271,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
502,3,Solomon,Tottenham,Leicester,False,5.4,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.0,0.271,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
503,3,Son,Tottenham,Leicester,False,10.0,9.2,1,90,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2,0.0,1.1,1.0,0.271,0.0,0.2,0.2,2.871,2,-0.871,57.0,10.0,0.0,2.0
504,2,Spence,Tottenham,Leicester,False,4.4,0.1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.0,0.271,0.0,0.0,0.0,1.0,1,0.0,10.0,0.0,0.0,0.0
505,2,Udogie,Tottenham,Leicester,False,5.0,3.5,1,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.0,0.271,0.0,0.0,0.0,3.083,2,-1.083,81.0,4.0,1.0,0.0
506,2,Van de Ven,Tottenham,Leicester,False,4.5,7.5,1,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.0,0.271,0.0,0.0,0.0,3.083,2,-1.083,104.0,0.0,2.0,0.0
507,4,Veliz,Tottenham,Leicester,False,5.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.0,0.271,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
508,1,Vicario,Tottenham,Leicester,False,5.0,3.9,1,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.0,0.271,0.0,0.0,0.0,3.083,2,-1.083,48.0,0.0,0.0,0.0
509,3,Werner,Tottenham,Leicester,False,6.4,0.2,1,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.0,0.271,0.0,0.0,0.0,1.0,1,0.0,23.0,2.0,2.0,1.0
510,1,Whiteman,Tottenham,Leicester,False,4.0,1.6,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.0,0.271,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
511,3,Álvarez,West Ham,Aston Villa,True,5.0,0.1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.038,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
512,4,Antonio,West Ham,Aston Villa,True,5.5,1.4,1,72,2.0,0.0,1.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.038,0.0,0.2,0.2,2.8,2,-0.8,18.0,2.0,1.0,0.0
513,1,Areola,West Ham,Aston Villa,True,4.5,8.2,1,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.038,0.0,0.0,0.0,1.153,1,-0.153,34.0,0.0,0.0,0.0
514,3,Bowen,West Ham,Aston Villa,True,7.5,5.9,1,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,2.0,2.0,0.038,0.0,0.1,0.1,2.338,2,-0.338,24.0,0.0,0.0,0.0
515,3,Cornet,West Ham,Aston Villa,True,4.9,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.038,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
516,2,Coufal,West Ham,Aston Villa,True,4.5,0.8,1,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,2.0,2.0,0.038,0.0,0.1,0.1,2.453,1,-1.453,41.0,0.0,2.0,0.0
517,2,Cresswell,West Ham,Aston Villa,True,4.0,2.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.038,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
518,3,Downes,Southampton,Newcastle United,False,5.0,0.1,1,90,1.0,0.0,1.0,0.1,0.1,0.0,0.0,3.0,0.1,0.0,0.2,1.0,0.594,0.0,0.2,0.2,3.394,2,-1.394,95.0,2.0,0.0,0.0
519,3,Earthy,West Ham,Aston Villa,True,4.5,0.1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.038,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
520,2,Emerson,West Ham,Aston Villa,True,4.5,0.7,1,90,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.038,0.0,0.0,0.0,1.153,1,-0.153,58.0,1.0,1.0,1.0
521,1,Fabianski,West Ham,Aston Villa,True,4.0,14.3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.038,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
522,1,Foderingham,West Ham,Aston Villa,True,4.5,0.2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.038,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
523,4,Ings,West Ham,Aston Villa,True,5.0,1.2,1,5,1.0,1.0,1.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.038,0.0,0.3,0.3,2.2,1,-1.2,5.0,1.0,0.0,0.0
524,2,Kilman,West Ham,Aston Villa,True,4.5,2.8,1,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.038,0.0,0.0,0.0,1.153,1,-0.153,82.0,1.0,1.0,0.0
525,3,Kudus,West Ham,Aston Villa,True,6.4,5.9,1,90,2.0,0.0,2.0,0.1,0.1,0.0,0.0,2.0,0.4,0.0,2.0,2.0,0.038,0.0,0.5,0.5,3.738,2,-1.738,42.0,6.0,4.0,4.0
526,3,L.Guilherme,West Ham,Aston Villa,True,4.9,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.038,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
527,3,L.Paquetá,West Ham,Aston Villa,True,6.0,2.1,1,73,1.0,1.0,1.0,0.8,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.038,0.0,0.8,0.0,6.038,6,-0.038,63.0,1.0,2.0,0.0
528,2,Mavropanos,West Ham,Aston Villa,True,4.5,0.2,1,90,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.038,0.0,0.0,0.0,1.153,1,-0.153,62.0,0.0,0.0,0.0
529,2,N.Aguerd,West Ham,Aston Villa,True,4.4,0.1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.038,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
530,3,Souček,West Ham,Aston Villa,True,5.0,3.3,1,90,5.0,0.0,5.0,0.9,0.9,0.0,0.0,2.0,0.1,0.0,2.0,2.0,0.038,0.0,1.0,1.0,9.838,5,-4.838,25.0,7.0,0.0,0.0
531,3,Ward-Prowse,West Ham,Aston Villa,True,6.3,1.1,1,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.038,0.0,0.0,0.0,1.0,1,0.0,14.0,0.0,0.0,0.0
532,2,Zouma,West Ham,Aston Villa,True,4.4,0.4,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.038,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
533,2,Aït-Nouri,Wolverhampton Wanderers,Arsenal,False,4.5,2.4,1,83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2.0,0.159,0.0,0.0,0.0,2.635,1,-1.635,55.0,0.0,3.0,0.0
534,3,B.Traore,Wolverhampton Wanderers,Arsenal,False,4.9,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2.0,0.159,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
535,3,Bellegarde,Wolverhampton Wanderers,Arsenal,False,5.0,0.1,1,56,1.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,1.2,2.0,0.159,0.0,0.1,0.1,1.5,1,-0.5,25.0,0.0,2.0,0.0
536,1,Bentley,Wolverhampton Wanderers,Arsenal,False,4.0,2.1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2.0,0.159,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
537,3,Chiquinho,Wolverhampton Wanderers,Arsenal,False,4.5,0.2,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.2,2.0,0.159,0.0,0.0,0.0,1.0,1,0.0,3.0,1.0,0.0,0.0
538,3,Chirewa,Wolverhampton Wanderers,Arsenal,False,4.5,0.1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2.0,0.159,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
539,4,Chiwome,Wolverhampton Wanderers,Arsenal,False,4.5,0.1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2.0,0.159,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
540,3,Cundle,Wolverhampton Wanderers,Arsenal,False,4.5,0.2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2.0,0.159,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
541,4,Cunha,Wolverhampton Wanderers,Arsenal,False,6.5,2.6,1,33,1.0,1.0,1.0,0.1,0.1,0.0,0.0,1.0,0.1,0.0,1.2,2.0,0.159,0.0,0.2,0.2,1.7,1,-0.7,12.0,1.0,0.0,0.0
542,2,Dawson,Wolverhampton Wanderers,Arsenal,False,4.5,0.2,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2.0,0.159,0.0,0.0,0.0,1.0,1,0.0,6.0,0.0,0.0,0.0
543,2,Doherty,Wolverhampton Wanderers,Arsenal,False,4.5,0.2,1,90,2.0,0.0,2.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,1.2,2.0,0.159,0.0,0.1,0.1,3.235,1,-2.235,53.0,2.0,0.0,0.0
544,3,Doyle,Wolverhampton Wanderers,Arsenal,False,4.9,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2.0,0.159,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
545,4,Fábio Silva,Wolverhampton Wanderers,Arsenal,False,5.0,0.2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2.0,0.159,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
546,4,Fraser,Wolverhampton Wanderers,Arsenal,False,4.5,4.2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2.0,0.159,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
547,3,Gonzalez,Wolverhampton Wanderers,Arsenal,False,4.5,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2.0,0.159,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
548,3,Guedes,Wolverhampton Wanderers,Arsenal,False,5.4,0.1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2.0,0.159,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
549,2,H.Bueno,Wolverhampton Wanderers,Arsenal,False,4.5,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2.0,0.159,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
550,3,Hee Chan,Wolverhampton Wanderers,Arsenal,False,6.4,0.6,1,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,1.2,2.0,0.159,0.0,0.1,0.1,2.459,2,-0.459,31.0,2.0,0.0,1.0
551,3,Hodge,Wolverhampton Wanderers,Arsenal,False,4.5,0.4,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2.0,0.159,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
552,2,Hoever,Wolverhampton Wanderers,Arsenal,False,4.0,0.3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2.0,0.159,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
553,3,J.Gomes,Wolverhampton Wanderers,Arsenal,False,4.9,0.1,1,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2.0,0.159,0.0,0.0,0.0,1.159,1,-0.159,42.0,0.0,1.0,0.0
554,1,José Sá,Wolverhampton Wanderers,Arsenal,False,4.5,2.1,1,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2.0,0.159,0.0,0.0,0.0,3.635,2,-1.635,42.0,0.0,0.0,0.0
555,4,Kalajdžić,Wolverhampton Wanderers,Arsenal,False,4.9,0.1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2.0,0.159,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
556,1,King,Wolverhampton Wanderers,Arsenal,False,4.0,1.5,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2.0,0.159,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
557,3,Mario Jr.,Wolverhampton Wanderers,Arsenal,False,5.0,0.2,1,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2.0,0.159,0.0,0.0,0.0,2.159,2,-0.159,52.0,0.0,1.0,0.0
558,2,Mosquera,Wolverhampton Wanderers,Arsenal,False,4.0,1.2,1,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.2,2.0,0.159,0.0,0.0,0.0,2.635,1,-1.635,51.0,0.0,0.0,0.0
559,2,N.Semedo,Wolverhampton Wanderers,Arsenal,False,4.5,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2.0,0.159,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
560,3,Neto,Chelsea,Manchester City,True,6.5,1.0,1,32,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.2,0.0,0.7,2.0,0.236,0.0,0.2,0.2,1.6,1,-0.6,22.0,2.0,0.0,0.0
561,2,Pedro Lima,Wolverhampton Wanderers,Arsenal,False,4.0,1.6,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2.0,0.159,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
562,3,Podence,Wolverhampton Wanderers,Arsenal,False,5.5,0.1,1,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2.0,0.159,0.0,0.0,0.0,1.0,1,0.0,5.0,0.0,0.0,0.0
563,3,R.Gomes,Wolverhampton Wanderers,Arsenal,False,5.4,0.1,1,74,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2.0,0.159,0.0,0.0,0.0,2.159,2,-0.159,24.0,4.0,1.0,3.0
564,2,S.Bueno,Wolverhampton Wanderers,Arsenal,False,4.4,0.1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2.0,0.159,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
565,3,Sarabia,Wolverhampton Wanderers,Arsenal,False,5.4,0.2,1,6,1.0,1.0,1.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,1.2,2.0,0.159,0.0,0.1,0.1,1.5,1,-0.5,10.0,1.0,0.0,0.0
566,4,Strand Larsen,Wolverhampton Wanderers,Arsenal,False,5.5,0.9,1,83,1.0,1.0,1.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,1.2,2.0,0.159,0.0,0.1,0.1,2.4,2,-0.4,19.0,4.0,0.0,0.0
567,2,Toti,Wolverhampton Wanderers,Arsenal,False,4.5,0.2,1,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2.0,0.159,0.0,0.0,0.0,1.635,0,-1.635,62.0,1.0,1.0,0.0
568,1,Muric,Ipswich,Liverpool,True,4.4,0.4,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,2.0,0.004,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
569,3,Jaden,Aston Villa,West Ham,False,5.4,0.1,1,16,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,1.0,0.002,0.0,0.0,0.0,0.0,0,0.0,12.0,1.0,0.0,0.0
570,3,A.Fatawu,Leicester,Tottenham,True,5.5,0.7,1,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,1.0,1.2,1.0,0.213,0.0,0.5,0.5,3.713,8,4.287,46.0,1.0,1.0,1.0
571,3,Sávio,Manchester City,Chelsea,False,6.5,1.7,1,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.2,0.0,1.1,0.0,0.265,1.0,0.2,0.2,1.6,1,-0.6,20.0,3.0,2.0,3.0
572,2,Yoro,Manchester United,Fulham,True,4.4,0.1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.651,1.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
573,2,Milenković,Nottingham Forest,Bournemouth,True,4.5,0.2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.0,0.077,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
574,2,Pivas,Newcastle United,Southampton,True,4.0,0.1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.076,1.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
575,2,Wiley,Chelsea,Manchester City,True,4.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,2.0,0.236,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
576,3,Irving,West Ham,Aston Villa,True,4.9,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.038,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
577,3,Lindstrøm,Everton,Brighton,True,5.3,0.1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,3.0,0.076,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
578,2,Calafiori,Arsenal,Wolverhampton Wanderers,True,5.8,1.7,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.537,1.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
579,2,Sessegnon,Fulham,Manchester United,False,4.4,0.2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,1.0,0.08,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
580,2,Huijsen,Bournemouth,Nottingham Forest,False,4.5,0.1,1,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.0,0.208,0.0,0.0,0.0,2.832,2,-0.832,76.0,0.0,0.0,0.0
581,1,Jørgensen,Chelsea,Manchester City,True,4.4,0.3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,2.0,0.236,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
582,2,O'Brien,Everton,Brighton,True,4.9,0.2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,3.0,0.076,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
583,2,Townsend,Ipswich,Liverpool,True,4.0,0.4,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,2.0,0.004,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
584,3,Brereton Díaz,Southampton,Newcastle United,False,5.4,0.5,1,70,2.0,0.0,2.0,0.3,0.3,0.0,0.0,1.0,0.1,0.0,0.2,1.0,0.594,0.0,0.4,0.4,3.394,1,-2.394,32.0,4.0,3.0,0.0
585,3,I.Sarr,Crystal Palace,Brentford,False,5.9,0.2,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.0,0.129,0.0,0.0,0.0,1.0,1,0.0,2.0,0.0,0.0,0.0
586,2,J.Cuenca,Fulham,Manchester United,False,4.4,0.1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,1.0,0.08,0.0,0.0,0.0,0.0,0,0.0,,,0.0,0.0
